,loss,mse,val_loss,val_mse
105,0.28971943259239197,0.04856110364198685,0.25694331526756287,0.03975633904337883
106,0.28801003098487854,0.04639442637562752,0.2693665623664856,0.040940385311841965
107,0.2808763086795807,0.04657513275742531,0.2665661871433258,0.0389588363468647
108,0.2970617711544037,0.050723329186439514,0.2604656517505646,0.039929598569869995
109,0.29743945598602295,0.048121288418769836,0.25122249126434326,0.03833064064383507
110,0.287039577960968,0.047787874937057495,0.26331135630607605,0.03926406055688858
111,0.28108203411102295,0.0480647049844265,0.27212610840797424,0.043081674724817276
112,0.30233660340309143,0.05131608247756958,0.2912168502807617,0.048197295516729355
113,0.28261932730674744,0.046606410294771194,0.25754931569099426,0.0380164198577404
114,0.28752192854881287,0.04834592342376709,0.26373356580734253,0.04055843502283096
115,0.28024476766586304,0.04660049453377724,0.2577599585056305,0.0407479964196682
116,0.2904573678970337,0.04855315014719963,0.247275710105896,0.037737034261226654
117,0.2850279211997986,0.04769495874643326,0.26178041100502014,0.042565178126096725
118,0.2818501889705658,0.04784519225358963,0.25082048773765564,0.03972909599542618
119,0.2754039466381073,0.04697592556476593,0.25759825110435486,0.03896940499544144
120,0.28456318378448486,0.047595228999853134,0.27772560715675354,0.0448947548866272
121,0.27847549319267273,0.046437546610832214,0.25678741931915283,0.040243059396743774
122,0.27689018845558167,0.04616338759660721,0.25994113087654114,0.03884264454245567
123,0.2899216115474701,0.050237204879522324,0.2738114297389984,0.04318590462207794
124,0.2881672978401184,0.04856742545962334,0.2635055482387543,0.040703386068344116
125,0.2728884518146515,0.04638240486383438,0.26859909296035767,0.04198582097887993
126,0.2798078954219818,0.04674545302987099,0.26666295528411865,0.04168400168418884
127,0.27425438165664673,0.04603426158428192,0.25597918033599854,0.03862984478473663
128,0.2811053693294525,0.048346132040023804,0.25572043657302856,0.037698693573474884
129,0.27428627014160156,0.046451374888420105,0.2622104585170746,0.041092004626989365
130,0.27008315920829773,0.046172890812158585,0.25506800413131714,0.038558363914489746
131,0.26060399413108826,0.04503443464636803,0.25997453927993774,0.03870529308915138
132,0.27836763858795166,0.04686080291867256,0.2731876075267792,0.03972955048084259
133,0.28713953495025635,0.047188300639390945,0.27966728806495667,0.04449111968278885
134,0.2879071533679962,0.04928000643849373,0.27282366156578064,0.04329758137464523
135,0.2742457389831543,0.045902423560619354,0.2545989453792572,0.039304859936237335
136,0.27808162569999695,0.04671100527048111,0.2540307641029358,0.038931868970394135
137,0.27017441391944885,0.045877233147621155,0.25014162063598633,0.03638043254613876
138,0.25985267758369446,0.04510696232318878,0.2544078230857849,0.03883715718984604
139,0.2835034132003784,0.04853265732526779,0.2841666042804718,0.044803764671087265
140,0.27650657296180725,0.046042174100875854,0.264896035194397,0.04088464006781578
141,0.2786044776439667,0.046571094542741776,0.25717052817344666,0.03947284817695618
142,0.2823014259338379,0.047578632831573486,0.2571989595890045,0.04094083979725838
143,0.26998263597488403,0.0459616556763649,0.24761684238910675,0.036334916949272156
144,0.26820293068885803,0.04570378363132477,0.2587452530860901,0.03904610499739647
145,0.27511516213417053,0.045578859746456146,0.2650844156742096,0.039228085428476334
146,0.27546486258506775,0.045781977474689484,0.2569645941257477,0.0380733497440815
147,0.2546747624874115,0.04399363324046135,0.26242759823799133,0.039128050208091736
148,0.2699347138404846,0.045805566012859344,0.25751203298568726,0.038016654551029205
149,0.2702403664588928,0.047246456146240234,0.24386481940746307,0.03443584218621254
150,0.26925572752952576,0.04643809422850609,0.2862686514854431,0.04288787767291069
151,0.270271360874176,0.04613206908106804,0.26384174823760986,0.03703608363866806
152,0.27499309182167053,0.04649050161242485,0.255081444978714,0.03636077791452408
153,0.25921958684921265,0.04541068896651268,0.2791341245174408,0.04158954694867134
154,0.28409716486930847,0.0493830181658268,0.2624698579311371,0.03854843229055405
155,0.2907349169254303,0.05065806210041046,0.2728612422943115,0.0388668067753315
156,0.27089977264404297,0.04647519811987877,0.28117871284484863,0.041171420365571976
157,0.2652103006839752,0.04558577015995979,0.2636663615703583,0.0374496728181839
158,0.27539411187171936,0.047092922031879425,0.25811606645584106,0.03842286765575409
159,0.2667050361633301,0.04584702476859093,0.2656247019767761,0.03997674956917763
160,0.2845909893512726,0.04947793483734131,0.28637582063674927,0.04166823625564575
161,0.2635482847690582,0.04485141485929489,0.26643651723861694,0.038227930665016174
162,0.26372674107551575,0.044777680188417435,0.2727855443954468,0.04138002544641495
163,0.2635132670402527,0.045128218829631805,0.2589506208896637,0.03900239244103432
164,0.2687297463417053,0.04667782410979271,0.250488817691803,0.03563033416867256
165,0.2886379361152649,0.04950493574142456,0.26768791675567627,0.03892719745635986
166,0.27510324120521545,0.046086203306913376,0.25800061225891113,0.037115685641765594
167,0.275129109621048,0.04650893807411194,0.2567412257194519,0.03714551776647568
168,0.27901655435562134,0.04846622794866562,0.28088462352752686,0.041128240525722504
169,0.27000054717063904,0.045855142176151276,0.2661416828632355,0.039289820939302444
170,0.26392167806625366,0.04586362466216087,0.26453956961631775,0.04042087122797966
171,0.2736927270889282,0.045170824974775314,0.2719031870365143,0.04054206237196922
172,0.265872061252594,0.04565580189228058,0.27722710371017456,0.043369170278310776
173,0.26540476083755493,0.04488329216837883,0.25532591342926025,0.03716312721371651
174,0.25910744071006775,0.04502810537815094,0.26546815037727356,0.039419986307621
175,0.27233120799064636,0.046051494777202606,0.2602261006832123,0.03788856044411659
176,0.2620948553085327,0.04474367946386337,0.2636444866657257,0.039632055908441544
177,0.2656519114971161,0.04548303037881851,0.25793421268463135,0.03909524902701378
178,0.2696826159954071,0.04561695083975792,0.2803700268268585,0.0424872562289238
179,0.270608127117157,0.04586902633309364,0.275225967168808,0.039535705000162125
180,0.26413020491600037,0.04562299698591232,0.2620428800582886,0.03709400072693825
181,0.25418588519096375,0.044581275433301926,0.27326110005378723,0.03877902776002884
182,0.26592856645584106,0.04561205208301544,0.25594109296798706,0.037467606365680695
183,0.2661808729171753,0.045124512165784836,0.2588842809200287,0.03793827071785927
184,0.25663143396377563,0.04465397819876671,0.24244898557662964,0.03431975096464157
185,0.2668658196926117,0.04500465840101242,0.2605437934398651,0.0377609059214592
186,0.2680279612541199,0.0451744981110096,0.2647382616996765,0.0383312813937664
187,0.2610324025154114,0.04389271140098572,0.2716887295246124,0.03873923048377037
188,0.26218000054359436,0.04456339031457901,0.26481691002845764,0.03898277133703232
189,0.25753358006477356,0.04470499977469444,0.2591325640678406,0.035862997174263
190,0.2644723355770111,0.04514741525053978,0.25957420468330383,0.03706516698002815
191,0.26197537779808044,0.044455237686634064,0.29132622480392456,0.04360046237707138
192,0.2539837062358856,0.04447365179657936,0.2553466856479645,0.035349734127521515
193,0.25800129771232605,0.0454673171043396,0.25307855010032654,0.03660617768764496
194,0.2551754415035248,0.04353310540318489,0.2899665832519531,0.045026857405900955
195,0.2593287229537964,0.04513433948159218,0.25717225670814514,0.037100277841091156
196,0.26383060216903687,0.04485393315553665,0.2648952901363373,0.0381103977560997
197,0.25958311557769775,0.044488079845905304,0.25992175936698914,0.03686752915382385
198,0.2725708484649658,0.04588276892900467,0.26448601484298706,0.03780791163444519
199,0.2522642910480499,0.04293731227517128,0.281276673078537,0.0410979725420475
